Date_TOL,TOL,Date_DHI,DHI,Date_LEN,LEN,Date_NVR,NVR,Date_PMH,PMH,Date_TMHC,TMHC,Date_AVHI,AVHI,Date_BZH,BZH,Date_CVCO,CVCO,Date_CCS,CCS,Date_GBRK,GBRK,Date_HOV,HOV,Date_KBH,KBH,Date_LGIH,LGIH,Date_WLH,WLH,Date_MHO,MHO,Date_MDC,MDC,Date_MTH,MTH,Date_TPH,TPH
12/3/90,,12/3/90,,12/3/90,,12/3/90,,12/3/90,,12/3/90,,12/3/90,,12/3/90,,12/3/90,,12/3/90,,12/3/90,,12/3/90,,12/3/90,,12/3/90,,12/3/90,,12/3/90,,12/3/90,,12/3/90,,12/3/90,
8/27/90,,8/27/90,,8/27/90,,8/27/90,,8/27/90,,8/27/90,,8/27/90,,8/27/90,,8/27/90,,8/27/90,,8/27/90,,8/27/90,,8/27/90,,8/27/90,,8/27/90,,8/27/90,,8/27/90,,8/27/90,,8/27/90,
6/3/90,,6/3/90,,6/3/90,,6/3/90,,6/3/90,,6/3/90,,6/3/90,,6/3/90,,6/3/90,,6/3/90,,6/3/90,,6/3/90,,6/3/90,,6/3/90,,6/3/90,,6/3/90,,6/3/90,,6/3/90,,6/3/90,
2/24/90,,2/24/90,,2/24/90,,2/24/90,,2/24/90,,2/24/90,,2/24/90,,2/24/90,,2/24/90,,2/24/90,,2/24/90,,2/24/90,,2/24/90,,2/24/90,,2/24/90,,2/24/90,,2/24/90,,2/24/90,,2/24/90,
12/3/89,,12/3/89,,12/3/89,,12/3/89,,12/3/89,,12/3/89,,12/3/89,,12/3/89,,12/3/89,,12/3/89,,12/3/89,,12/3/89,,12/3/89,,12/3/89,,12/3/89,,12/3/89,,12/3/89,,12/3/89,,12/3/89,
8/27/89,,8/27/89,,8/27/89,,8/27/89,,8/27/89,,8/27/89,,8/27/89,,8/27/89,,8/27/89,,8/27/89,,8/27/89,,8/27/89,,8/27/89,,8/27/89,,8/27/89,,8/27/89,,8/27/89,,8/27/89,,8/27/89,
6/3/89,,6/3/89,,6/3/89,,6/3/89,,6/3/89,,6/3/89,,6/3/89,,6/3/89,,6/3/89,,6/3/89,,6/3/89,,6/3/89,,6/3/89,,6/3/89,,6/3/89,,6/3/89,,6/3/89,,6/3/89,,6/3/89,
2/24/89,,2/24/89,,2/24/89,,2/24/89,,2/24/89,,2/24/89,,2/24/89,,2/24/89,,2/24/89,,2/24/89,,2/24/89,,2/24/89,,2/24/89,,2/24/89,,2/24/89,,2/24/89,,2/24/89,,2/24/89,,2/24/89,
12/3/88,,12/3/88,,12/3/88,,12/3/88,,12/3/88,,12/3/88,,12/3/88,,12/3/88,,12/3/88,,12/3/88,,12/3/88,,12/3/88,,12/3/88,,12/3/88,,12/3/88,,12/3/88,,12/3/88,,12/3/88,,12/3/88,
8/27/88,,8/27/88,,8/27/88,,8/27/88,,8/27/88,,8/27/88,,8/27/88,,8/27/88,,8/27/88,,8/27/88,,8/27/88,,8/27/88,,8/27/88,,8/27/88,,8/27/88,,8/27/88,,8/27/88,,8/27/88,,8/27/88,
6/3/88,,6/3/88,,6/3/88,,6/3/88,,6/3/88,,6/3/88,,6/3/88,,6/3/88,,6/3/88,,6/3/88,,6/3/88,,6/3/88,,6/3/88,,6/3/88,,6/3/88,,6/3/88,,6/3/88,,6/3/88,,6/3/88,
2/24/88,,2/24/88,,2/24/88,,2/24/88,,2/24/88,,2/24/88,,2/24/88,,2/24/88,,2/24/88,,2/24/88,,2/24/88,,2/24/88,,2/24/88,,2/24/88,,2/24/88,,2/24/88,,2/24/88,,2/24/88,,2/24/88,
12/3/87,,12/3/87,,12/3/87,,12/3/87,,12/3/87,,12/3/87,,12/3/87,,12/3/87,,12/3/87,,12/3/87,,12/3/87,,12/3/87,,12/3/87,,12/3/87,,12/3/87,,12/3/87,,12/3/87,,12/3/87,,12/3/87,
8/27/87,,8/27/87,,8/27/87,,8/27/87,,8/27/87,,8/27/87,,8/27/87,,8/27/87,,8/27/87,,8/27/87,,8/27/87,,8/27/87,,8/27/87,,8/27/87,,8/27/87,,8/27/87,,8/27/87,,8/27/87,,8/27/87,
6/3/87,,6/3/87,,6/3/87,,6/3/87,,6/3/87,,6/3/87,,6/3/87,,6/3/87,,6/3/87,,6/3/87,,6/3/87,,6/3/87,,6/3/87,,6/3/87,,6/3/87,,6/3/87,,6/3/87,,6/3/87,,6/3/87,
2/24/87,,2/24/87,,2/24/87,,2/24/87,,2/24/87,,2/24/87,,2/24/87,,2/24/87,,2/24/87,,2/24/87,,2/24/87,,2/24/87,,2/24/87,,2/24/87,,2/24/87,,2/24/87,,2/24/87,,2/24/87,,2/24/87,
12/3/86,,12/3/86,,12/3/86,,12/3/86,,12/3/86,,12/3/86,,12/3/86,,12/3/86,,12/3/86,,12/3/86,,12/3/86,,12/3/86,,12/3/86,,12/3/86,,12/3/86,,12/3/86,,12/3/86,,12/3/86,,12/3/86,
8/27/86,,8/27/86,,8/27/86,,8/27/86,,8/27/86,,8/27/86,,8/27/86,,8/27/86,,8/27/86,,8/27/86,,8/27/86,,8/27/86,,8/27/86,,8/27/86,,8/27/86,,8/27/86,,8/27/86,,8/27/86,,8/27/86,
6/3/86,,6/3/86,,6/3/86,,6/3/86,,6/3/86,,6/3/86,,6/3/86,,6/3/86,,6/3/86,,6/3/86,,6/3/86,,6/3/86,,6/3/86,,6/3/86,,6/3/86,,6/3/86,,6/3/86,,6/3/86,,6/3/86,
2/24/86,,2/24/86,,2/24/86,,2/24/86,,2/24/86,,2/24/86,,2/24/86,,2/24/86,,2/24/86,,2/24/86,,2/24/86,,2/24/86,,2/24/86,,2/24/86,,2/24/86,,2/24/86,,2/24/86,,2/24/86,,2/24/86,
12/3/85,,12/3/85,,12/3/85,,12/3/85,,12/3/85,,12/3/85,,12/3/85,,12/3/85,,12/3/85,,12/3/85,,12/3/85,,12/3/85,,12/3/85,,12/3/85,,12/3/85,,12/3/85,,12/3/85,,12/3/85,,12/3/85,
8/27/85,,8/27/85,,8/27/85,,8/27/85,,8/27/85,,8/27/85,,8/27/85,,8/27/85,,8/27/85,,8/27/85,,8/27/85,,8/27/85,,8/27/85,,8/27/85,,8/27/85,,8/27/85,,8/27/85,,8/27/85,,8/27/85,
6/3/85,,6/3/85,,6/3/85,,6/3/85,,6/3/85,,6/3/85,,6/3/85,,6/3/85,,6/3/85,,6/3/85,,6/3/85,,6/3/85,,6/3/85,,6/3/85,,6/3/85,,6/3/85,,6/3/85,,6/3/85,,6/3/85,
2/24/85,,2/24/85,,2/24/85,,2/24/85,,2/24/85,,2/24/85,,2/24/85,,2/24/85,,2/24/85,,2/24/85,,2/24/85,,2/24/85,,2/24/85,,2/24/85,,2/24/85,,2/24/85,,2/24/85,,2/24/85,,2/24/85,
12/3/84,,12/3/84,,12/3/84,,12/3/84,,12/3/84,,12/3/84,,12/3/84,,12/3/84,,12/3/84,,12/3/84,,12/3/84,,12/3/84,,12/3/84,,12/3/84,,12/3/84,,12/3/84,,12/3/84,,12/3/84,,12/3/84,
8/27/84,,8/27/84,,8/27/84,,8/27/84,,8/27/84,,8/27/84,,8/27/84,,8/27/84,,8/27/84,,8/27/84,,8/27/84,,8/27/84,,8/27/84,,8/27/84,,8/27/84,,8/27/84,,8/27/84,,8/27/84,,8/27/84,
6/3/84,,6/3/84,,6/3/84,,6/3/84,,6/3/84,,6/3/84,,6/3/84,,6/3/84,,6/3/84,,6/3/84,,6/3/84,,6/3/84,,6/3/84,,6/3/84,,6/3/84,,6/3/84,,6/3/84,,6/3/84,,6/3/84,
2/24/84,,2/24/84,,2/24/84,,2/24/84,,2/24/84,,2/24/84,,2/24/84,,2/24/84,,2/24/84,,2/24/84,,2/24/84,,2/24/84,,2/24/84,,2/24/84,,2/24/84,,2/24/84,,2/24/84,,2/24/84,,2/24/84,
12/3/83,,12/3/83,,12/3/83,,12/3/83,,12/3/83,,12/3/83,,12/3/83,,12/3/83,,12/3/83,,12/3/83,,12/3/83,,12/3/83,,12/3/83,,12/3/83,,12/3/83,,12/3/83,,12/3/83,,12/3/83,,12/3/83,
8/27/83,,8/27/83,,8/27/83,,8/27/83,,8/27/83,,8/27/83,,8/27/83,,8/27/83,,8/27/83,,8/27/83,,8/27/83,,8/27/83,,8/27/83,,8/27/83,,8/27/83,,8/27/83,,8/27/83,,8/27/83,,8/27/83,
6/3/83,,6/3/83,,6/3/83,,6/3/83,,6/3/83,,6/3/83,,6/3/83,,6/3/83,,6/3/83,,6/3/83,,6/3/83,,6/3/83,,6/3/83,,6/3/83,,6/3/83,,6/3/83,,6/3/83,,6/3/83,,6/3/83,
2/24/83,,2/24/83,,2/24/83,,2/24/83,,2/24/83,,2/24/83,,2/24/83,,2/24/83,,2/24/83,,2/24/83,,2/24/83,,2/24/83,,2/24/83,,2/24/83,,2/24/83,,2/24/83,,2/24/83,,2/24/83,,2/24/83,
12/3/82,,12/3/82,,12/3/82,,12/3/82,,12/3/82,,12/3/82,,12/3/82,,12/3/82,,12/3/82,,12/3/82,,12/3/82,,12/3/82,,12/3/82,,12/3/82,,12/3/82,,12/3/82,,12/3/82,,12/3/82,,12/3/82,
8/27/82,,8/27/82,,8/27/82,,8/27/82,,8/27/82,,8/27/82,,8/27/82,,8/27/82,,8/27/82,,8/27/82,,8/27/82,,8/27/82,,8/27/82,,8/27/82,,8/27/82,,8/27/82,,8/27/82,,8/27/82,,8/27/82,
6/3/82,,6/3/82,,6/3/82,,6/3/82,,6/3/82,,6/3/82,,6/3/82,,6/3/82,,6/3/82,,6/3/82,,6/3/82,,6/3/82,,6/3/82,,6/3/82,,6/3/82,,6/3/82,,6/3/82,,6/3/82,,6/3/82,
2/24/82,,2/24/82,,2/24/82,,2/24/82,,2/24/82,,2/24/82,,2/24/82,,2/24/82,,2/24/82,,2/24/82,,2/24/82,,2/24/82,,2/24/82,,2/24/82,,2/24/82,,2/24/82,,2/24/82,,2/24/82,,2/24/82,
12/3/81,,12/3/81,,12/3/81,,12/3/81,,12/3/81,,12/3/81,,12/3/81,,12/3/81,,12/3/81,,12/3/81,,12/3/81,,12/3/81,,12/3/81,,12/3/81,,12/3/81,,12/3/81,,12/3/81,,12/3/81,,12/3/81,
8/27/81,,8/27/81,,8/27/81,,8/27/81,,8/27/81,,8/27/81,,8/27/81,,8/27/81,,8/27/81,,8/27/81,,8/27/81,,8/27/81,,8/27/81,,8/27/81,,8/27/81,,8/27/81,,8/27/81,,8/27/81,,8/27/81,
6/3/81,,6/3/81,,6/3/81,,6/3/81,,6/3/81,,6/3/81,,6/3/81,,6/3/81,,6/3/81,,6/3/81,,6/3/81,,6/3/81,,6/3/81,,6/3/81,,6/3/81,,6/3/81,,6/3/81,,6/3/81,,6/3/81,
2/24/81,,2/24/81,,2/24/81,,2/24/81,,2/24/81,,2/24/81,,2/24/81,,2/24/81,,2/24/81,,2/24/81,,2/24/81,,2/24/81,,2/24/81,,2/24/81,,2/24/81,,2/24/81,,2/24/81,,2/24/81,,2/24/81,
12/3/80,,12/3/80,,12/3/80,,12/3/80,,12/3/80,,12/3/80,,12/3/80,,12/3/80,,12/3/80,,12/3/80,,12/3/80,,12/3/80,,12/3/80,,12/3/80,,12/3/80,,12/3/80,,12/3/80,,12/3/80,,12/3/80,
8/27/80,,8/27/80,,8/27/80,,8/27/80,,8/27/80,,8/27/80,,8/27/80,,8/27/80,,8/27/80,,8/27/80,,8/27/80,,8/27/80,,8/27/80,,8/27/80,,8/27/80,,8/27/80,,8/27/80,,8/27/80,,8/27/80,
6/3/80,,6/3/80,,6/3/80,,6/3/80,,6/3/80,,6/3/80,,6/3/80,,6/3/80,,6/3/80,,6/3/80,,6/3/80,,6/3/80,,6/3/80,,6/3/80,,6/3/80,,6/3/80,,6/3/80,,6/3/80,,6/3/80,
2/24/80,,2/24/80,,2/24/80,,2/24/80,,2/24/80,,2/24/80,,2/24/80,,2/24/80,,2/24/80,,2/24/80,,2/24/80,,2/24/80,,2/24/80,,2/24/80,,2/24/80,,2/24/80,,2/24/80,,2/24/80,,2/24/80,
12/3/79,,12/3/79,,12/3/79,,12/3/79,,12/3/79,,12/3/79,,12/3/79,,12/3/79,,12/3/79,,12/3/79,,12/3/79,,12/3/79,,12/3/79,,12/3/79,,12/3/79,,12/3/79,,12/3/79,,12/3/79,,12/3/79,
8/27/79,,8/27/79,,8/27/79,,8/27/79,,8/27/79,,8/27/79,,8/27/79,,8/27/79,,8/27/79,,8/27/79,,8/27/79,,8/27/79,,8/27/79,,8/27/79,,8/27/79,,8/27/79,,8/27/79,,8/27/79,,8/27/79,
6/3/79,,6/3/79,,6/3/79,,6/3/79,,6/3/79,,6/3/79,,6/3/79,,6/3/79,,6/3/79,,6/3/79,,6/3/79,,6/3/79,,6/3/79,,6/3/79,,6/3/79,,6/3/79,,6/3/79,,6/3/79,,6/3/79,
2/24/79,,2/24/79,,2/24/79,,2/24/79,,2/24/79,,2/24/79,,2/24/79,,2/24/79,,2/24/79,,2/24/79,,2/24/79,,2/24/79,,2/24/79,,2/24/79,,2/24/79,,2/24/79,,2/24/79,,2/24/79,,2/24/79,
12/3/78,,12/3/78,,12/3/78,,12/3/78,,12/3/78,,12/3/78,,12/3/78,,12/3/78,,12/3/78,,12/3/78,,12/3/78,,12/3/78,,12/3/78,,12/3/78,,12/3/78,,12/3/78,,12/3/78,,12/3/78,,12/3/78,
8/27/78,,8/27/78,,8/27/78,,8/27/78,,8/27/78,,8/27/78,,8/27/78,,8/27/78,,8/27/78,,8/27/78,,8/27/78,,8/27/78,,8/27/78,,8/27/78,,8/27/78,,8/27/78,,8/27/78,,8/27/78,,8/27/78,
6/3/78,,6/3/78,,6/3/78,,6/3/78,,6/3/78,,6/3/78,,6/3/78,,6/3/78,,6/3/78,,6/3/78,,6/3/78,,6/3/78,,6/3/78,,6/3/78,,6/3/78,,6/3/78,,6/3/78,,6/3/78,,6/3/78,
2/24/78,,2/24/78,,2/24/78,,2/24/78,,2/24/78,,2/24/78,,2/24/78,,2/24/78,,2/24/78,,2/24/78,,2/24/78,,2/24/78,,2/24/78,,2/24/78,,2/24/78,,2/24/78,,2/24/78,,2/24/78,,2/24/78,
12/3/77,,12/3/77,,12/3/77,,12/3/77,,12/3/77,,12/3/77,,12/3/77,,12/3/77,,12/3/77,,12/3/77,,12/3/77,,12/3/77,,12/3/77,,12/3/77,,12/3/77,,12/3/77,,12/3/77,,12/3/77,,12/3/77,
8/27/77,,8/27/77,,8/27/77,,8/27/77,,8/27/77,,8/27/77,,8/27/77,,8/27/77,,8/27/77,,8/27/77,,8/27/77,,8/27/77,,8/27/77,,8/27/77,,8/27/77,,8/27/77,,8/27/77,,8/27/77,,8/27/77,
6/3/77,,6/3/77,,6/3/77,,6/3/77,,6/3/77,,6/3/77,,6/3/77,,6/3/77,,6/3/77,,6/3/77,,6/3/77,,6/3/77,,6/3/77,,6/3/77,,6/3/77,,6/3/77,,6/3/77,,6/3/77,,6/3/77,
2/24/77,,2/24/77,,2/24/77,,2/24/77,,2/24/77,,2/24/77,,2/24/77,,2/24/77,,2/24/77,,2/24/77,,2/24/77,,2/24/77,,2/24/77,,2/24/77,,2/24/77,,2/24/77,,2/24/77,,2/24/77,,2/24/77,
12/3/76,,12/3/76,,12/3/76,,12/3/76,,12/3/76,,12/3/76,,12/3/76,,12/3/76,,12/3/76,,12/3/76,,12/3/76,,12/3/76,,12/3/76,,12/3/76,,12/3/76,,12/3/76,,12/3/76,,12/3/76,,12/3/76,
8/27/76,,8/27/76,,8/27/76,,8/27/76,,8/27/76,,8/27/76,,8/27/76,,8/27/76,,8/27/76,,8/27/76,,8/27/76,,8/27/76,,8/27/76,,8/27/76,,8/27/76,,8/27/76,,8/27/76,,8/27/76,,8/27/76,
6/3/76,,6/3/76,,6/3/76,,6/3/76,,6/3/76,,6/3/76,,6/3/76,,6/3/76,,6/3/76,,6/3/76,,6/3/76,,6/3/76,,6/3/76,,6/3/76,,6/3/76,,6/3/76,,6/3/76,,6/3/76,,6/3/76,
2/24/76,,2/24/76,,2/24/76,,2/24/76,,2/24/76,,2/24/76,,2/24/76,,2/24/76,,2/24/76,,2/24/76,,2/24/76,,2/24/76,,2/24/76,,2/24/76,,2/24/76,,2/24/76,,2/24/76,,2/24/76,,2/24/76,
12/3/75,,12/3/75,,12/3/75,,12/3/75,,12/3/75,,12/3/75,,12/3/75,,12/3/75,,12/3/75,,12/3/75,,12/3/75,,12/3/75,,12/3/75,,12/3/75,,12/3/75,,12/3/75,,12/3/75,,12/3/75,,12/3/75,
8/27/75,,8/27/75,,8/27/75,,8/27/75,,8/27/75,,8/27/75,,8/27/75,,8/27/75,,8/27/75,,8/27/75,,8/27/75,,8/27/75,,8/27/75,,8/27/75,,8/27/75,,8/27/75,,8/27/75,,8/27/75,,8/27/75,
6/3/75,,6/3/75,,6/3/75,,6/3/75,,6/3/75,,6/3/75,,6/3/75,,6/3/75,,6/3/75,,6/3/75,,6/3/75,,6/3/75,,6/3/75,,6/3/75,,6/3/75,,6/3/75,,6/3/75,,6/3/75,,6/3/75,
2/24/75,,2/24/75,,2/24/75,,2/24/75,,2/24/75,,2/24/75,,2/24/75,,2/24/75,,2/24/75,,2/24/75,,2/24/75,,2/24/75,,2/24/75,,2/24/75,,2/24/75,,2/24/75,,2/24/75,,2/24/75,,2/24/75,
12/3/74,,12/3/74,,12/3/74,,12/3/74,,12/3/74,,12/3/74,,12/3/74,,12/3/74,,12/3/74,,12/3/74,,12/3/74,,12/3/74,,12/3/74,,12/3/74,,12/3/74,,12/3/74,,12/3/74,,12/3/74,,12/3/74,
8/27/74,,8/27/74,,8/27/74,,8/27/74,,8/27/74,,8/27/74,,8/27/74,,8/27/74,,8/27/74,,8/27/74,,8/27/74,,8/27/74,,8/27/74,,8/27/74,,8/27/74,,8/27/74,,8/27/74,,8/27/74,,8/27/74,
6/3/74,,6/3/74,,6/3/74,,6/3/74,,6/3/74,,6/3/74,,6/3/74,,6/3/74,,6/3/74,,6/3/74,,6/3/74,,6/3/74,,6/3/74,,6/3/74,,6/3/74,,6/3/74,,6/3/74,,6/3/74,,6/3/74,
2/24/74,,2/24/74,,2/24/74,,2/24/74,,2/24/74,,2/24/74,,2/24/74,,2/24/74,,2/24/74,,2/24/74,,2/24/74,,2/24/74,,2/24/74,,2/24/74,,2/24/74,,2/24/74,,2/24/74,,2/24/74,,2/24/74,
12/3/73,,12/3/73,,12/3/73,,12/3/73,,12/3/73,,12/3/73,,12/3/73,,12/3/73,,12/3/73,,12/3/73,,12/3/73,,12/3/73,,12/3/73,,12/3/73,,12/3/73,,12/3/73,,12/3/73,,12/3/73,,12/3/73,
8/27/73,,8/27/73,,8/27/73,,8/27/73,,8/27/73,,8/27/73,,8/27/73,,8/27/73,,8/27/73,,8/27/73,,8/27/73,,8/27/73,,8/27/73,,8/27/73,,8/27/73,,8/27/73,,8/27/73,,8/27/73,,8/27/73,
6/3/73,,6/3/73,,6/3/73,,6/3/73,,6/3/73,,6/3/73,,6/3/73,,6/3/73,,6/3/73,,6/3/73,,6/3/73,,6/3/73,,6/3/73,,6/3/73,,6/3/73,,6/3/73,,6/3/73,,6/3/73,,6/3/73,
2/24/73,,2/24/73,,2/24/73,,2/24/73,,2/24/73,,2/24/73,,2/24/73,,2/24/73,,2/24/73,,2/24/73,,2/24/73,,2/24/73,,2/24/73,,2/24/73,,2/24/73,,2/24/73,,2/24/73,,2/24/73,,2/24/73,
12/3/72,,12/3/72,,12/3/72,,12/3/72,,12/3/72,,12/3/72,,12/3/72,,12/3/72,,12/3/72,,12/3/72,,12/3/72,,12/3/72,,12/3/72,,12/3/72,,12/3/72,,12/3/72,,12/3/72,,12/3/72,,12/3/72,
8/27/72,,8/27/72,,8/27/72,,8/27/72,,8/27/72,,8/27/72,,8/27/72,,8/27/72,,8/27/72,,8/27/72,,8/27/72,,8/27/72,,8/27/72,,8/27/72,,8/27/72,,8/27/72,,8/27/72,,8/27/72,,8/27/72,